nmajor,major1,major2,BBRJ,Business Direct Admit,Combined Bacc and Masters,Dean's List,First Generation College Stdnt,FSB Scholars,Honors Program,President's List,Study Abroad Courtesy Account,Transfer Work (Pre-Banner),Cum Laude,Magna Cum Laude,Summa Cum Laude,University Honors,UniversityHonors w/Distinction,minor1,minor2,IPEDS.Race.Ethnicity,Gender,GPA.Range,Term.Code,year.x,latin_honors,survey_city,survey_company,survey_deptfunc,survey_gradprogram,survey_gradschool,survey_internfour,survey_internone,survey_internships,survey_internthree,survey_interntwo,survey_offers,survey_plans,survey_pref_field,survey_pref_loc,survey_salary,survey_state
1,Finance,none,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,202120,2021,0,New York,Edgemont Partners,,,,,,,0,,0,accepted fulltime job,,,,New York
1,Supply Chain & Operations Mgmt,none,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Information Systems,Information Systems,Hispanic/Latino,Female,3.00 - 3.49,201920,2019,0,buffalo grove,Zoro Tools,"Logistics / Supply Chain

 Operations / Procurement",,,,"Purchasing Intern, Pentair",3,"SUpply Chain Intern, Barilla","Supply Chain Intern, Griffith Foods",1,accepted fulltime job,Yes,Yes,62000,illinois
1,Marketing,none,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,Business Analytics,Business Analytics,White,Female,3.50 - 4.00,202020,2020,Cum Laude,Cincinnati,Procter & Gamble,Marketing / Sales,,,,LBrands - operations and logistics management intern,2,,P&G - Brand Management intern,2,accepted fulltime job,Yes,No,70000,OH
1,Finance,none,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Math/Stat,Math/Stat,White,Female,3.50 - 4.00,201920,2019,Magna Cum Laude,,Still seeking employment,,,,,Central Insurance Companies,1,,,na,seeking employment,No,,,
1,Marketing,none,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Female,3.50 - 4.00,202020,2020,Cum Laude,,,,,,,,0,,,0,seeking employment,,,,
1,Business Analytics,none,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Language,Language,White,Female,3.50 - 4.00,202020,2020,Summa Cum Laude,Chicago,EY,Analytics Information Technology,,,,"Performance Health (Warrenville, IL)",3,"KPMG (Cincinnati, OH)","ViewFin (Shanghai, China)",1,accepted fulltime job,Yes,Yes,72000,IL
1,Business Economics,none,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Business Analytics,No Minor,White,Male,3.50 - 4.00,202120,2021,Magna Cum Laude,Cleveland,KeyBank,Finance,,,,CFA Institute,2,,ORIX Real Estate Capital,1,accepted fulltime job,Yes,Yes,55000,OH
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,3.00 - 3.49,201920,2019,0,,,,Master of Marketing,Georgetown University,,Winkelmann Longchun,1,,,2,continuing education,,,,
1,Accountancy,none,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Sport Management,Sport Management,White,Male,3.50 - 4.00,202120,2021,Magna Cum Laude,Cleveland,Deloitte,Accounting,,,,"Link-Pro CPA Limited, Hong Kong",2,,Deloitte,1,accepted fulltime job,Yes,Yes,51000,OH
1,Information Systems,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,201920,2019,0,Grand Rapids,Crowe,"Analytics

 Consulting

 Finance

 Information Technology",,,,Velosio,3,CADS,Cincinnati Insurance Companies,2,accepted fulltime job,Yes,Yes,63000,MI
1,Marketing,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Supply Chain Management,No Minor,White,Male,3.00 - 3.49,202110,2021,0,Chicago,Echo Global Logistics,,,,,Mars,3,,,,accepted fulltime job,,,52000,IL
1,Finance,none,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,202120,2021,Cum Laude,Chicago,Insight2profit,Consulting,,,Lufthansa,JO Hambro Capital Management,5,Quicken Loans,Bala Financial Group,2,accepted fulltime job,Yes,Yes,64000,IL
1,Marketing,none,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Arts Related,Mangement and Leadership,White,Female,3.50 - 4.00,202120,2021,Cum Laude,Newville,DHL Supply Chain,Logistics / Supply Chain,,,,A+E Network,2,,CDW,4,accepted fulltime job,Yes,Yes,55000,PA
1,Marketing,none,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Female,3.50 - 4.00,201920,2019,Cum Laude,Chicago,Ipsos,,,,Allegion,"enosiX, Inc",4,Vocatio,Eclipse Telecom,3,accepted fulltime job,,,,IL
1,Information Systems,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sport Management,No Minor,White,Male,2.00 - 2.49,202020,2020,0,,,,,,,Rosenthal Collins Group,2,,Mold Solutions of Chicago,0,seeking employment,,,,
1,Finance,none,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Accountancy,No Minor,White,Male,3.50 - 4.00,202020,2020,Cum Laude,New York,Oppenheimer & Co. Inc.,,,,,NBC Universal,2,,Dodge Data & Analytics,0,accepted fulltime job,,,,NY
1,Finance,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Business Analytics,No Minor,White,Male,3.00 - 3.49,201920,2019,0,Denver,JP Morgan Chase,,,,,JP Morgan Chase,,,,,accepted fulltime job,,,53000,CO
1,Finance,none,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,No Minor,No Minor,Hispanic/Latino,Male,2.50 - 2.99,202120,2021,0,Modesto,E. & J. Gallo Winery,Finance,,,,"Bay Crest Partners, LLC",2,,"Keefe, Bruyette & Woods",1,accepted fulltime job,Yes,Yes,60000,CA
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Female,3.00 - 3.49,201920,2019,Cum Laude,Chicago,Nielsen,Analytics,,,,JM Smucker Co,2,,FCB Chicago,4,accepted fulltime job,Yes,Yes,61000,IL
1,Supply Chain & Operations Mgmt,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.50 - 2.99,201920,2019,0,Cincinnati,Group Management Services,,,,,,,,,,accepted fulltime job,,,,OH
1,Supply Chain & Operations Mgmt,none,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Humanities,Humanities,White,Female,3.00 - 3.49,202020,2020,0,Indianapolis,PepsiCo Frito-Lay,Logistics / Supply Chain,,,,Wilderness Ridge,3,Frito-Lay,"LendKey Technologies, Inc.",1,accepted fulltime job,Yes,Yes,65000,IN
1,Accountancy,none,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,202120,2021,Cum Laude,Detroit,PwC,Accounting,,,,H & P technologies inc.,2,,Pwc,2,accepted fulltime job,Yes,Yes,55000,MI
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sport Management,No Minor,White,Male,3.00 - 3.49,201920,2019,0,,,,,,,ProCamps,2,,Barstool Sports,0,seeking employment,,,,
1,Interdisciplinary Bus Managemt,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Humanities,No Minor,White,Male,3.00 - 3.49,202020,2020,0,,,,,,,Indiana Sports Corp,2,,Miami University Athletics,0,seeking employment,,,,
1,Finance,none,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Business Analytics,Business Analytics,White,Male,2.50 - 2.99,202020,2020,0,Columbus,Huntington National Bank,Finance,,,,Gladstone Morgan Limited (Shanghai),2,,Huntington National Bank,1,accepted fulltime job,Yes,Yes,50000,OH
1,Supply Chain & Operations Mgmt,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.50 - 2.99,202120,2021,0,Chicago,Peloton Consulting Group,Consulting,,,,,0,,,1,accepted fulltime job,Yes,Yes,62000,IL
1,Accountancy,none,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,202020,2020,Cum Laude,Denver,Plante Moran,Accounting,MAcc,,,PwC,1,,,2,accepted fulltime job,Yes,Yes,55000,CO
1,Marketing,none,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202020,2020,0,,,,,,,The Marketing Store,2,,Merrill Lynch,,,,,,
1,Marketing,none,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,No Minor,No Minor,White,Female,3.00 - 3.49,201920,2019,0,Chicago,News America Marketing,Marketing/Sales,,,,Andreth Autosport,3,Entertainment Cruises,Raw Paws Pet Food,3,accepted fulltime job,Yes,Yes,50000,IL
1,Finance,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,201920,2019,0,na,,,,,,Lerner Enterprises,3,JBGR Retail,JBG Companies,,accepted fulltime job,Yes,,,na
1,Finance,none,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,202120,2021,Cum Laude,,,,Bachelor of Science - Computer Science,University of Illinois,,Advanced Flexible Composites,1,,,0,seeking continuing education,,,,
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Business Analytics,No Minor,White,Male,3.00 - 3.49,201920,2019,0,Cincinnati,KPMG,Consulting,,,,Advanced Xposure,2,,Cowan's Auctions,2,accepted fulltime job,Yes,Yes,55000,"Ohio, USA"
2,Business Economics,Finance,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Sport Management,Sport Management,White,Male,3.50 - 4.00,201920,2019,Cum Laude,Madison,EPIC,"Consulting

 General Management",,,,Miami University Treasury Services,2,,Cleveland Research Company,2,accepted fulltime job,Yes,Yes,63000,Wisconsin
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.00 - 2.49,201930,2019,0,Chicago,Coyote Logistics,Marketing/Sales,,,,,2,,,5,accepted fulltime job,Yes,Yes,45000,IL
1,Accountancy,none,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,3.50 - 4.00,201920,2019,Cum Laude,Cincinnati,Deloitte,Accounting,,,,Deloitte,1,,,1,accepted fulltime job,Yes,Yes,52000,OH
1,Accountancy,none,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,3.50 - 4.00,201920,2019,Cum Laude,,,Accounting,,,,,0,,,0,accepted parttime job,,,,
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,201920,2019,Cum Laude,Columbus,JP Morgan Chase,Analytics,,,,JP Morgan,2,,Double Z,3,accepted fulltime job,Yes,Yes,55000,OH
1,Marketing,none,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,2.00 - 2.49,202010,2020,0,,,,,,,,,,,,,,,,
1,Accountancy,none,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Arts Related,Arts Related,Non-Resident Alien,Female,3.50 - 4.00,201920,2019,Cum Laude,,,Accounting,CPA Preparation,,,,,,,,other,,,,
1,Marketing,none,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,3.00 - 3.49,202020,2020,0,,,,,Johns Hopkins University,,Roland Berger,1,,,4,continuing education,,,,
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Accountancy,Business Analytics,Asian,Male,3.00 - 3.49,202110,2021,0,Batesville,Hillenbrand,Hemprise,,,Quasar Energy,,,3,,1,accepted fulltime job,Yes,Yes,57000,Indiana
1,Finance,none,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,201920,2019,Cum Laude,Cincinnati,US Bank,Finance,,,,Tenneco,2,,US Bank,1,accepted fulltime job,Yes,Yes,60000,OH
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Hispanic/Latino,Male,2.00 - 2.49,201930,2019,0,,,,,,,Pro Sports Experience LLC,,,,,,,,,
1,Accountancy,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,3.00 - 3.49,202110,2021,0,,,,,,,,,,,,,,,,
1,Accountancy,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,3.00 - 3.49,202110,2021,0,,,,,,,,2,,,,continuing education,,,,
1,Marketing,none,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202020,2020,0,Columbus,Liberty Mutual Insurance,Marketing / Sales,,,,"Intern, Freeman-Heyne Financial Advisors",3,"Field Sales Associate, Liberty Mutual Insurance","Retail and Promotions Ambassador, Cincinnati Reds Hall of Fame and Museum",1,accepted fulltime job,Yes,Yes,50000,OH
1,Marketing,none,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,Supply Chain Management,Supply Chain Management,White,Female,3.50 - 4.00,201920,2019,0,White Plains,PepsiCo,Marketing / Sales,,,,PepsiCo,1,,,1,accepted fulltime job,Yes,Yes,60000,New York
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Language,No Minor,White,Female,2.50 - 2.99,201920,2019,0,,Groupon,Marketing / Sales,,,,Veniv Co,2,,,1,accepted fulltime job,Yes,Yes,35000,
1,Supply Chain & Operations Mgmt,none,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,2.50 - 2.99,202020,2020,0,,,,,,,CITIC Securities Company Limited,1,,,,,,,,
1,Finance,none,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,3.00 - 3.49,202020,2020,0,,,,,The University of Sydney or National university of Singapore or others,,AIA,2,,Private pharmacy in China(Yi Zhong),3,continuing education,,,,
2,Marketing,Supply Chain & Operations Mgmt,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,3.50 - 4.00,201920,2019,Cum Laude,,,,,,,Amway China,,,,,,,,,
1,Finance,none,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.50 - 2.99,202020,2020,0,,,,,,,"Mandalay Capital Partners, Hong Kong",2,,"MB Healthcare Real Estate, Chicago",0,seeking employment,,,,
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Mangement and Leadership,Humanities,White,Female,3.50 - 4.00,201920,2019,Cum Laude,Chicago,Capgemini Invent,Consulting,,,,"Fresh Wave, OMI Industries",2,,Ace Hardware Corporation,2,accepted fulltime job,Yes,Yes,72000,IL
1,Information Systems,none,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Accountancy,No Minor,White,Female,3.50 - 4.00,202020,2020,Cum Laude,Chicago,PwC,Accounting Analytics Consulting IT Assurance / IT Audit Information Technology,,,,National Inventors Hall of Fame,2,,PricewaterhouseCoopers,1,accepted fulltime job,Yes,Yes,78000,IL
1,Finance,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202120,2021,0,Cleveland,KeyBank,,,,,KeyBank,2,,Foundry Partners,1,accepted fulltime job,Yes,Yes,60000,OH
1,Marketing,none,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Language,No Minor,White,Female,3.50 - 4.00,202120,2021,Cum Laude,Albany,EJ Gallo,,,,,Brandzoona,1,,,,accepted fulltime job,,,60000,NY
1,Management and Leadership,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.50 - 2.99,202020,2020,0,,,,,,,Huntington National Bank,3,Huntington National Bank,Epiq,,,,,,
1,Finance,none,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,Information Systems,Information Systems,White,Female,3.50 - 4.00,202020,2020,Cum Laude,Cincinnati,Deloitte Consulting,Consulting,,,,Luxottica,2,,JP Morgan Chase,4,accepted fulltime job,Yes,Yes,80000,OH
1,Accountancy,none,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,Math/Stat,Math/Stat,Non-Resident Alien,Female,3.00 - 3.49,201920,2019,Cum Laude,,,,,,,Hangzhou Bank,1,,,0,seeking employment,,,,
1,Accountancy,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Information Systems,No Minor,Asian,Male,2.50 - 2.99,201920,2019,0,Columbus,Crowe,IT Assurance / IT Audit,,,,Advanced Home Care Inc,1,,,1,accepted fulltime job,Yes,Yes,63000,OH
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,3.00 - 3.49,202110,2021,0,,,,,,,,,,,,continuing education,,,,
1,Finance,none,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,3.00 - 3.49,202020,2020,0,,,,,University of Leeds,,,0,,,0,continuing education,,,,
1,Accountancy,none,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,Engineering/Science,Engineering/Science,Multi Racial,Female,3.50 - 4.00,202120,2021,Magna Cum Laude,New York,EY,Accounting,,,,EY,1,,,1,accepted fulltime job,Yes,Yes,65000,NY
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Business Analytics,No Minor,White,Female,3.50 - 4.00,202020,2020,0,Indianapolis,Lev,Analytics Consulting Marketing / Sales,,Miami University,,Aldi,1,,,2,accepted fulltime job,Yes,Yes,50000,IN
1,Supply Chain & Operations Mgmt,none,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Arts Related,Arts Related,Non-Resident Alien,Female,3.50 - 4.00,201910,2019,0,,,,,,,,,,,,,,,,
1,Marketing,none,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,Interactive Media Studies,Interactive Media Studies,Non-Resident Alien,Female,3.50 - 4.00,202020,2020,Cum Laude,,,,,University of Edinburgh,,Mowu,1,,,1,continuing education,,,,
1,Business Analytics,none,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,3.50 - 4.00,202120,2021,Cum Laude,,,,,,,,,,,,,,,,
1,Finance,none,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,3.00 - 3.49,202020,2020,0,,,,,Sydney University,,Bank of China,3,,China Investment Corporation,1,continuing education,,,,
1,Finance,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202120,2021,0,TBD,Nestle,Accounting Finance,,,,Nestle,2,,True North Wealth Management,1,accepted fulltime job,Yes,Yes,60000,TBD
1,Business Analytics,none,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,202010,2020,0,,,,,,,,,,,,,,,,
1,Accountancy,none,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Business Analytics,Business Analytics,White,Male,3.50 - 4.00,202120,2021,Magna Cum Laude,Pittsburgh,EY,Accounting,,,,EY,1,,,1,accepted fulltime job,Yes,Yes,52000,PA
2,Accountancy,Finance,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,No Minor,No Minor,White,Male,3.50 - 4.00,202120,2021,Magna Cum Laude,Los Angeles,JP Morgan,,,,,JP Morgan,1,,,1,accepted fulltime job,Yes,Yes,85000,CA
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Interactive Media Studies,Mangement and Leadership,White,Female,3.50 - 4.00,202020,2020,Cum Laude,Seattle,Kimberly-Clark,Marketing / Sales,,,,Kimberly-Clark,1,,,1,accepted fulltime job,Yes,Yes,60500,WA
1,Management and Leadership,none,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Asian,Female,3.00 - 3.49,202015,2020,0,,,,,,,,,,,,,,,,
1,Accountancy,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,3.00 - 3.49,202120,2021,0,,,,Master of Finance,University of Miami,,,0,,,0,continuing education,,,,
1,Supply Chain & Operations Mgmt,none,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,2.50 - 2.99,201910,2019,0,,,,,,,,,,,,,,,,
1,Finance,none,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,3.50 - 4.00,201910,2019,0,,,,,,,,,,,,,,,,
1,Finance,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Political Science,No Minor,White,Male,3.00 - 3.49,201920,2019,0,New York,Guggenheim Securities,Finance,,,,Northumberland National Bank,3,Guggenheim Securities,Northumberland National Bank,1,accepted fulltime job,Yes,Yes,85000,NY
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,3.00 - 3.49,202020,2020,0,,,,,University of Indianapolis,,TOC Logistics,3,Pacers Sports and Entertainment,Miami University Athletics,0,continuing education,,,,
2,Business Analytics,Marketing,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Sport Management,Sport Management,White,Male,3.50 - 4.00,202120,2021,Cum Laude,Cleveland,Deloitte,Consulting,,,,Miami University Sport Marketing Academy,2,,Abercrombie and Fitch,7,accepted fulltime job,Yes,Yes,70000,OH
1,Accountancy,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Language,Information Systems,White,Female,3.00 - 3.49,201920,2019,0,Cincinnati,Ernst & Young,Consulting,,,,Ernst & Young,1,,,1,accepted fulltime job,Yes,Yes,52500,OH
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,White,Male,2.50 - 2.99,201915,2019,0,New York,Pared,,,,,Great Blaze & Co,,,Legends,,accepted fulltime job,,,,New York
1,Marketing,none,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,2.00 - 2.49,202020,2020,0,,,,,,,Vanke,2,,"The IELTS, PTE, and TOEFL Professional Training",0,seeking continuing education,,,,
1,Finance,none,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,3.00 - 3.49,201920,2019,0,,,,Master of Commerce,University of Sydney,,,0,,,0,continuing education,,,,
1,Finance,none,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,3.50 - 4.00,202110,2021,0,,,,,,,Guosen Securities,3,FESCO,AIA Hong Kong and Macau,,,,,,
1,Finance,none,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,3.50 - 4.00,202110,2021,Cum Laude,,,,,,,,3,,,,,,,,
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,2.00 - 2.49,202110,2021,0,,,,,,,,,,,,,,,,
1,Information Systems,none,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,Asian,Male,3.50 - 4.00,202110,2021,Cum Laude,,,,,Georgetown University,,EY,1,,,0,continuing education,,,,
1,Information Systems,none,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,Asian,Male,3.50 - 4.00,202110,2021,Cum Laude,,,,,,,,,,,,,,,,
1,Finance,none,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,3.50 - 4.00,202020,2020,Cum Laude,,,,,,,Hunan Architectural Design Institute,1,,,,,,,,
1,Finance,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,3.00 - 3.49,201920,2019,0,,,,Master science in Finance,University of Chicago Urbana-Champaign,,,0,,,0,continuing education,,,,
1,Accountancy,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,2.50 - 2.99,202020,2020,0,,,,,,,HBO,1,,,0,seeking continuing education,,,,
1,Finance,none,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,3.00 - 3.49,201920,2019,0,,,,Finance,,,,,,,na,continuing education,No,,,
1,Finance,none,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,3.00 - 3.49,202110,2021,0,,,,,,,,,,,,,,,,
1,Accountancy,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Arts Related,No Minor,Non-Resident Alien,Female,3.00 - 3.49,202020,2020,0,,,,,The University of Sheffield,,GrantThornton,1,,,0,continuing education,,,,
1,Marketing,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,2.50 - 2.99,202115,2021,0,,,,,,,,1,,,,,,,,
1,Marketing,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,3.00 - 3.49,201910,2019,0,,,,,,,,,,,,,,,,
1,Finance,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,3.00 - 3.49,201920,2019,0,,,,,,,Guiyang Bank,1,,,2,other,,,,
1,Marketing,none,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Arts Related,No Minor,Non-Resident Alien,Male,3.00 - 3.49,202020,2020,0,,,,,,,CITIC Securities Company Limited,1,,,,,,,,
1,Accountancy,none,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,3.00 - 3.49,202020,2020,0,,,,MAcc,,,,0,,,0,seeking employment,,,,
1,Accountancy,none,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,3.00 - 3.49,202130,2021,Cum Laude,,,,Master of Accountancy,University of Melbourne or University of Rochester,,,0,,,0,continuing education,,,,
1,Accountancy,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Male,3.00 - 3.49,202110,2021,0,,,,,,,,,,,,continuing education,,,,
1,Finance,none,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Entrepreneurship,Entrepreneurship,Non-Resident Alien,Female,3.00 - 3.49,202120,2021,0,,,,,,,,,,,,continuing education,,,,
1,Accountancy,none,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,3.50 - 4.00,202010,2020,0,,,,,,,,,,,,,,,,
1,Business Economics,none,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,3.00 - 3.49,202120,2021,0,,,,,,,,,,,,seeking employment,,,,
1,Marketing,none,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,3.00 - 3.49,202020,2020,0,,,,,University of Leeds / Manchester University,,,0,,,0,continuing education,,,,
1,Finance,none,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,3.50 - 4.00,202120,2021,Cum Laude,,,,Enterprise risk management,Columbia University,,ICBC,1,,,0,continuing education,,,,
1,Finance,none,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Minor,No Minor,Non-Resident Alien,Female,2.00 - 2.49,201920,2019,0,,,,Management,,,,,,,,seeking continuing education,No,No,,
